hs10,hs6,품목명,상위설명,영문품목명
3402502000,340250,조제 청정제,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 소매용 조제품",Cleaning preparations
3402509000,340250,기타,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 소매용 조제품",Other
3402901000,340290,조제 계면활성제,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 기타",Surface-active preparations
3402902000,340290,조제 세제,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 기타",Washing preparations
3402903000,340290,조제 청정제,"유기계면활성제(비누는 제외한다), 조제 계면활성제ㆍ조제 세제(보조 조제 세제를 포함한다)ㆍ조제 청정제(비누를 함유한 것인지에 상관없으며 제3401호의 물품은 제외한다) > 기타",Cleaning preparations
3403111000,340311,방직용 재료의 처리용 조제품,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 석유나 역청유(瀝靑油)를 함유하는 것 > 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 처리용 조제품",Preparations for the treatment of textile materials
3403112000,340311,가죽이나 모피의 처리용 조제품,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 석유나 역청유(瀝靑油)를 함유하는 것 > 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 처리용 조제품",Preparations for the treatment of leather or furskins
3403119000,340311,기타,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 석유나 역청유(瀝靑油)를 함유하는 것 > 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 처리용 조제품",Other
3403191000,340319,조제 절삭유,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 석유나 역청유(瀝靑油)를 함유하는 것 > 기타",Cutting oil preparations
3403193000,340319,방청제나 부식방지제,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 석유나 역청유(瀝靑油)를 함유하는 것 > 기타",Anti-rust or anti-corrosion preparations
3403194000,340319,이형(mold release) 조제품,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 석유나 역청유(瀝靑油)를 함유하는 것 > 기타",Mold release preparations
3403195000,340319,신선용(伸線用) 조제 윤활제,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 석유나 역청유(瀝靑油)를 함유하는 것 > 기타",Lubricating preparations used in wire-drawing
3403199000,340319,기타,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 석유나 역청유(瀝靑油)를 함유하는 것 > 기타",Other
3403911000,340391,방직용 재료의 처리용 조제품,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 기타 > 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 처리용 조제품",Preparations for the treatment of textile materials
3403912000,340391,가죽이나 모피의 처리용 조제품,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 기타 > 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 처리용 조제품",Preparations for the treatment of leather or furskins
3403919000,340391,기타,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 기타 > 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 처리용 조제품",Other
3403991000,340399,조제 절삭유,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 기타 > 기타",Cutting oil preparations
3403992000,340399,신선용(伸線用) 조제 윤활제,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 기타 > 기타",Lubricating preparations used in wire-drawing
3403999000,340399,기타,"조제 윤활유[윤활제를 기본 재료로 한 조제 절삭제ㆍ볼트나 너트 방출제ㆍ방청제ㆍ부식방지제ㆍ이형(mould release) 조제품을 포함한다], 방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 오일링처리나 가지처리에 사용하는 조제품[석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 이상인 것을 기본 재료로 한 조제품은 제외한다] > 기타 > 기타",Other
3404200000,340420,폴리(옥시에틸렌)(폴리에틸렌글리콜)의 것,인조 왁스와 조제 왁스,Of poly(oxyethylene) (polyethylene glycol)
3404901010,340490,클로로 파라핀왁스,인조 왁스와 조제 왁스 > 기타 > 인조 왁스,Of chloroparaffines
3404901030,340490,폴리알킬렌왁스,인조 왁스와 조제 왁스 > 기타 > 인조 왁스,Of polyalkylenes
3404901040,340490,화학적으로 변성한 갈탄왁스,인조 왁스와 조제 왁스 > 기타 > 인조 왁스,Of chemically modified lignite
3404901090,340490,기타,인조 왁스와 조제 왁스 > 기타 > 인조 왁스,Other
3404902000,340490,조제 왁스,인조 왁스와 조제 왁스 > 기타,Prepared waxes
3405100000,340510,신발용이나 가죽용 광택제ㆍ크림과 이와 유사한 조제품,"신발용ㆍ가구용ㆍ마루용ㆍ차체(coachwork)용ㆍ유리용ㆍ금속용 광택제와 크림, 연마페이스트(paste)ㆍ연마가루와 이와 유사한 조제품[이러한 조제품을 침투시키거나 도포하거나 피복한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포ㆍ셀룰러 플라스틱ㆍ셀룰러 고무 형태의 것인지에 상관없다](제3404호의 왁스는 제외한다)","Polishes, creams and similar preparations for footwear or leather"
3405200000,340520,목제가구ㆍ마루나 그 밖의 목제품의 유지용 광택제ㆍ크림과 이와 유사한 조제품,"신발용ㆍ가구용ㆍ마루용ㆍ차체(coachwork)용ㆍ유리용ㆍ금속용 광택제와 크림, 연마페이스트(paste)ㆍ연마가루와 이와 유사한 조제품[이러한 조제품을 침투시키거나 도포하거나 피복한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포ㆍ셀룰러 플라스틱ㆍ셀룰러 고무 형태의 것인지에 상관없다](제3404호의 왁스는 제외한다)","Polishes, creams and similar preparations for the maintenance of wooden furniture, floors or other woodwork"
3405300000,340530,차체(coachwork)용 광택제와 이와 유사한 조제품(금속용 광택제는 제외한다),"신발용ㆍ가구용ㆍ마루용ㆍ차체(coachwork)용ㆍ유리용ㆍ금속용 광택제와 크림, 연마페이스트(paste)ㆍ연마가루와 이와 유사한 조제품[이러한 조제품을 침투시키거나 도포하거나 피복한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포ㆍ셀룰러 플라스틱ㆍ셀룰러 고무 형태의 것인지에 상관없다](제3404호의 왁스는 제외한다)","Polishes and similar preparations for coachwork, other than metal polishes"
3405400000,340540,조제 연마페이스트(paste)ㆍ조제 연마가루와 그 밖의 연마용 조제품,"신발용ㆍ가구용ㆍ마루용ㆍ차체(coachwork)용ㆍ유리용ㆍ금속용 광택제와 크림, 연마페이스트(paste)ㆍ연마가루와 이와 유사한 조제품[이러한 조제품을 침투시키거나 도포하거나 피복한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포ㆍ셀룰러 플라스틱ㆍ셀룰러 고무 형태의 것인지에 상관없다](제3404호의 왁스는 제외한다)",Scouring pastes and powders and other scouring preparations
3405901030,340590,다이아몬드 가루나 더스트를 기본 재료로 한 것,"신발용ㆍ가구용ㆍ마루용ㆍ차체(coachwork)용ㆍ유리용ㆍ금속용 광택제와 크림, 연마페이스트(paste)ㆍ연마가루와 이와 유사한 조제품[이러한 조제품을 침투시키거나 도포하거나 피복한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포ㆍ셀룰러 플라스틱ㆍ셀룰러 고무 형태의 것인지에 상관없다](제3404호의 왁스는 제외한다) > 기타 > 금속용 광택제와 크림",Based on diamond powder or dust
3405901090,340590,기타,"신발용ㆍ가구용ㆍ마루용ㆍ차체(coachwork)용ㆍ유리용ㆍ금속용 광택제와 크림, 연마페이스트(paste)ㆍ연마가루와 이와 유사한 조제품[이러한 조제품을 침투시키거나 도포하거나 피복한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포ㆍ셀룰러 플라스틱ㆍ셀룰러 고무 형태의 것인지에 상관없다](제3404호의 왁스는 제외한다) > 기타 > 금속용 광택제와 크림",Other
3405909000,340590,기타,"신발용ㆍ가구용ㆍ마루용ㆍ차체(coachwork)용ㆍ유리용ㆍ금속용 광택제와 크림, 연마페이스트(paste)ㆍ연마가루와 이와 유사한 조제품[이러한 조제품을 침투시키거나 도포하거나 피복한 종이ㆍ워딩(wadding)ㆍ펠트(felt)ㆍ부직포ㆍ셀룰러 플라스틱ㆍ셀룰러 고무 형태의 것인지에 상관없다](제3404호의 왁스는 제외한다) > 기타",Other
